ARK	200	214	214$c	700	300$a
ark:/12148/cb47047711j	 $a Le début de l'Évangile $b Texte imprimé $f métropolite Hilarion Alfeyev $g traduit du russe par Xénia Yagello	 $a Genève $c Édition des Syrtes $d DL 2021¤ $a 58-Clamecy $c Impr. Laballery	Édition des Syrtes¤Impr. Laballery	 $3 13599142 $o ISNI0000000121238817 $a Alfeev $b Ilarion $f 1966-.... $4 070	 $a Bibliogr., 22 p.¤ $a Diffusé en France
ark:/12148/cb47073091r	 $a André Stil $b Texte imprimé $e un écrivain du Nord dans le vingtième siècle $f Printemps culturel du Valenciennois	 $a Bouvignies $c les Éditions Nord avril $d DL 2022¤ $a 13-Aubagne $c Impr. Autres talents	les Éditions Nord avril¤Impr. Autres talents		 $a Rencontres organisées à la Médiathèque de Valenciennes en 2011, 2013, 2015 et 2017
ark:/12148/cb46997322j	 $a Les jeux de plage $b Texte imprimé $e cartes postales, collection Jean-Paul Lescorce $f textes, Olivier et Jean-Paul Lescorce	 $a [Soulac-sur-Mer] $c Aliénor éditions $d DL 2022¤ $a 93-La Courneuve $c Isiprint	Aliénor éditions¤Isiprint	 $3 13078541 $o ISNI0000000435141970 $a Lescorce $b Olivier $4 070	 $a Bibliogr. p. 106
ark:/12148/cb46949622t	 $a La patinoire $b Texte imprimé $f auteures, Hélène Heffner et Giulia Levallois,... $g illustratrice, Cécilia Stenmark	 $a [Paris] $c Larousse $d DL 2021¤ $a impr. en Roumanie	Larousse	 $3 17759915 $a Heffner $b Hélène $4 070	
ark:/12148/cb469974622	 $a Beauté, j'écris ton nom $b Texte imprimé $e par la main des libertés du peintre $f Serge Rezvani	 $a Paris $c les Belles lettres $d 2022¤ $a 58-Clamecy $c Impr. Laballery	les Belles lettres¤Impr. Laballery	 $3 11921758 $o ISNI0000000109069299 $a Rezvani $b Serge $f 1928-.... $4 070	
ark:/12148/cb46979452t	 $a Kirby fantasy $e gloutonnerie à Dream Land $h 2 $b Texte imprimé $f Ibuki Takeuchi	 $a Paris $c Soleil manga $d DL 2022¤ $a impr. en Italie	Soleil manga	 $3 18015814 $a Takeuchi $b Ibuki $4 070	
ark:/12148/cb46997112p	 $a Antoine $b Texte imprimé $f Daphné Blachère-Cavalié	 $a Paris $c les Impliqués éditeur $d impr. 2022¤ $a 14-Condé-sur-Noireau $c Impr. Corlet numérique	les Impliqués éditeur¤Impr. Corlet numérique	 $3 18030554 $o ISNI0000000508091194 $a Blachère-Cavalié $b Daphné $f 1972-.... $4 070	
ark:/12148/cb46953042j	 $a Les services AD LDS $b Texte imprimé $e mise en oeuvre d'un annuaire LDAP sur Windows Server 2019 $f [Marouane Maamri]	 $a Saint-Herblain $c Éditions ENI¤ $d C 2021	Éditions ENI	 $3 18034461 $a Maamri $b Marouane $4 070	 $a LDAP = lightweight directory access protocol¤ $a Index
ark:/12148/cb46953722v	 $a Houba gags $b Texte imprimé $f Batem, Désert $g [d'après] Franquin	 $a Marcinelle (Belgique) $a [Paris] $c Dupuis $d DL 2022¤ $a 91-Palaiseau $c Impr. PPO	Dupuis¤Impr. PPO	 $3 12086601 $o ISNI0000000382118178 $a Batem $f 1960-.... $4 070	
ark:/12148/cb46942952w	 $a L'itinérance athaneuse $b Texte imprimé $e fable $f Hubert Fréalle $g Jacques Riby $g [photographie de Felipe Martinez]	 $a Mesland $c Atelier du Carroir $d 2012¤ $a Paris $c Impr. Atelier Vincent Auger	Atelier du Carroir¤Impr. Atelier Vincent Auger	 $3 16514600 $o ISNI0000000120831440 $a Fréalle $b Hubert $f 1974-.... $4 070	 $a Estampes originales et sérigraphie de Jacques Riby, photographie réalisée par Felipe Martinez de l'embrasement du radeau en Loire, installation de Jacques Riby¤ $a Le tout dans un étui sur lequel ont été collés 3 morceaux de bois¤ $a Tiré à 40 ex. sur papier Reina numérotés, 4 ex. ont été marqués HCi à HCiv réservés aux collaborateurs, tous signés par l'auteur et l'artiste
ark:/12148/cb469838729	 $a Marie-Olympe de Gouges $b Texte imprimé $e 1748-1793 $e de la Déclaration des droits de la femme et de la citoyenne à la guillotine $f Olivier Blanc	 $a Paris $c Éditions Tallandier $d DL 2022¤ $a 61-Lonrai $c Normandie roto impr.	Éditions Tallandier¤Normandie roto impr.	 $3 11892234 $o ISNI000000010932822X $a Blanc $b Olivier $f 1951-.... $4 070	 $a Bibliogr. p. 238-253. Index
ark:/12148/cb46960542d	 $a Valkyrie apocalypse $h 10 $b Texte imprimé $f dessinateur, Azychika $g scénariste, Shinya Umemura...	 $a [Paris] $c Ki-oon $d DL 2022¤ $a impr. en Italie	Ki-oon	 $3 17866848 $o ISNI0000000483061473 $a Ajichika $4 440	
ark:/12148/cb46968952r	 $a Tangou, le fils de Baloka $b Texte imprimé $e récit $f Hilarion Boukoumou	 $a Paris $c l'Harmattan $d impr. 2022¤ $a 14-Condé-en-Normandie $c Impr. Corlet	l'Harmattan¤Impr. Corlet	 $3 18020372 $o ISNI0000000507221540 $a Boukoumou $b Hilarion $4 070	
ark:/12148/cb469611029	 $a Avent $b Texte imprimé $f [poème inédit de] P. Bergounioux $g [peintures originales de Chantal] Giraud Cauchy	 $a [Manosque] $c Ségust $d 2021¤ $a 04-Manosque $c Impr. Ségust	Ségust¤Impr. Ségust	 $3 12012444 $o ISNI0000000121409305 $a Bergounioux $b Pierre $f 1949-.... $4 070	 $a Livre d'artiste manuscrit et entièrement peint par Chantal Giraud Cauchy et signé par l'auteur et l'artiste¤ $a Éd. originale tirée à 6 ex. numérotés
ark:/12148/cb469898524	 $a La machine à démonter le temps $b Texte imprimé $f Nicolas Céléguègne	 $a Paris $c l'Harmattan $d impr. 2022¤ $a 14-Condé-en-Normandie $c Impr. Corlet	l'Harmattan¤Impr. Corlet	 $3 12547265 $o ISNI0000000001670058 $a Céléguègne $b Nicolas $f 1973-.... $4 070	
ark:/12148/cb46989892c	 $a Protégeons nos enfants de la pornographie ! $b Texte imprimé $e 10 conseils pour les parents $f Amaury Guillem & Tanguy Lafforgue	 $a Paris $c Mame $d DL 2021¤ $a impr. en Espagne	Mame	 $3 16940523 $a Guillem $b Amaury $4 070	
ark:/12148/cb46982182f	 $a La poétique des émotions dans l'oeuvre de Jacques Delille $b Texte imprimé $f Nicolas Leblanc	 $a Paris $c Classiques Garnier $d 2022¤ $a impr. en Allemagne	Classiques Garnier	 $3 18007487 $a Leblanc $b Nicolas $f 19..-.... $4 070	 $a Bibliogr. p. 467-490. Index
ark:/12148/cb46951492q	 $a Dure mère $b Texte imprimé $f Jeanne Bername	 $a Vitré $c Lunatique $d 2022¤ $a 93-La Courneuve $c Isiprint	Lunatique¤Isiprint	 $3 18023170 $o ISNI0000000507304119 $a Bername $b Jeanne $f 1972-.... $4 070	
ark:/12148/cb46951862w	 $a L'île des jouets $b Texte imprimé $f Romain Lesiuk	 $a [Paris] $c les Éditions Lunii $d DL 2021¤ $a impr. en Allemagne	les Éditions Lunii	 $3 17887659 $o ISNI0000000504131021 $a Lesiuk $b Romain $4 070	
ark:/12148/cb469709223	 $a L'éternel défi $b Texte imprimé $e l'État et les religions en France des origines à nos jours $f Lucien Jaume	 $a Paris $c Tallandier $d DL 2022¤ $a 14-Condé-en-Normandie $c Corlet impr.	Tallandier¤Corlet impr.	 $3 12051424 $o ISNI0000000108847351 $a Jaume $b Lucien $f 1946-.... $4 070	 $a En appendice, choix de documents
ark:/12148/cb46955242k	 $a Mouhammad est-il un prophète? $b Texte imprimé $f Rachid Maach	 $a [Argenteuil] $c Héritage éditions $d [2022]	Héritage éditions	 $3 18017050 $a Maach $b Rachid $4 070	 $a 2022 d'après la déclaration de dépôt légal
ark:/12148/cb46968272f	 $a Jardins $b Texte imprimé $e une histoire buissonnière $f Robert Harrison $g traduit de l'anglais (États-Unis) par Florence Naugrette	 $a [Paris] $c Flammarion $d DL 2022¤ $a impr. en Espagne	Flammarion	 $3 12138818 $o ISNI0000000109252173 $a Harrison $b Robert Pogue $f 1954-.... $4 070	 $a Bibliogr. p. 291-310
ark:/12148/cb46994442q	 $a À bras-le-corps $b Texte imprimé $e roman $f Louise Salmone	 $a Courpière $c l'Ire de l'ours éditions $d DL 2022¤ $a 31-Toulouse $c Impr. Coollibri	l'Ire de l'ours éditions¤Impr. Coollibri	 $3 18031690 $o ISNI0000000508134748 $a Salmone $b Louise $4 070	
ark:/12148/cb46978142f	 $a Putain de virus $b Texte imprimé $f Charles Ancé	 $a [Nancy] $c Néreïah éditions $d DL 2022¤ $a 22-Saint-Brieuc $c Impr. Typo libris	Néreïah éditions¤Impr. Typo libris	 $3 15590242 $a Ancé $b Charles $f 1946-.... $4 070	 $a Notice réd. d'après la couv.
ark:/12148/cb46978062s	 $a Blanche de Beaulieu $b Texte imprimé $e et autres histoires $f Alexandre Dumas	 $a Lunel $c Éditions Ararauna $d DL 2022¤ $a impr. en Grande-Bretagne	Éditions Ararauna	 $3 11901063 $o ISNI0000000121012885 $a Dumas $b Alexandre $f 1802-1870 $4 070	
ark:/12148/cb46978732s	 $a Les tiges $b Texte imprimé $f Thomas Geha	 $a [Lyon] $c 1115 Agence de voyages littéraires $d DL 2022¤ $a impr. en Pologne	1115 Agence de voyages littéraires	 $3 16143131 $o ISNI0000000071650626 $a Geha $b Thomas $f 1976-.... $4 070	
ark:/12148/cb46999242c	 $a La mare $b Texte imprimé $f Will Millard $g [illustrations], Rachel Quiqi	 $a Paris $c Larousse jeunesse $d DL 2022¤ $a impr. en Chine	Larousse jeunesse	 $3 18031174 $o ISNI000000050813246X $a Millard $b Will $4 070	 $a Trad. de l'anglais¤ $a Livre cartonné animé
ark:/12148/cb469525629	 $a Compte avec nous ! $b Texte imprimé	 $a Grenoble $c Éditions Quatre fleuves $d DL 2022¤ $a impr. en Italie	Éditions Quatre fleuves		 $a Livre cartonné¤ $a Trad. de l'italien
ark:/12148/cb46990722z	 $a Mission rafting $b Texte imprimé	 $a Vanves $c Hachette jeunesse $d DL 2022¤ $a 85-Luçon $c Impr. Pollina	Hachette jeunesse¤Impr. Pollina		 $a D'après la série animée¤ $a Trad. de l'anglais
ark:/12148/cb469905123	 $a Mes animaux à dessiner $b Texte imprimé $f Philippe Legendre	 $a Paris $c Fleurus $d DL 2021¤ $a impr. en Chine	Fleurus	 $3 16268239 $o ISNI0000000442417461 $a Legendre $b Philippe $f 1947-.... $4 070	 $a Notice réd. d'après la jaquette¤ $a Titre du livre : "10 animaux en pas-à-pas"
ark:/12148/cb46960612r	 $a Confluences de la philosophie et de la rhétorique grecques $b Texte imprimé $f Laurent Pernot,...	 $a Paris $c Librairie philosophique J. Vrin $d 2022¤ $a 80-Abbeville $c Impr. F. Paillart	Librairie philosophique J. Vrin¤Impr. F. Paillart	 $3 12947482 $o ISNI0000000121019016 $a Pernot $b Laurent $f 1955-.... $4 070	 $a Recueils de 25 essais publiés initialement sous forme de contributions à des revues et à des recueils¤ $a Bibliogr. p. 499-500. Index
ark:/12148/cb46960112c	 $a Diên Biên Phu $b Texte imprimé $e des tranchées au prétoire, 1953-1958 $f Laure Monin-Cournil	 $a Bécherel $c les Perséides $d 2020¤ $a 22-Plérin $c Impr. Roudenn grafik	les Perséides¤Impr. Roudenn grafik	 $3 18003347 $o ISNI0000000506606238 $a Monin-Cournil $b Laure $4 070	 $a En appendice, choix de documents¤ $a Bibliogr. p. 442-450. Filmogr. p. 450. Webliogr. p. 451. Glossaire. Index
ark:/12148/cb469933128	 $a Impressions or levant $b Texte imprimé $f mots de Jean-Pierre Sautreau $g peintures de Yves Baudry	 $a [Saint-André-Treize-Voies] $c Hey éditions $d impr. 2022¤ $a 05-Saint-André-Treize-Voies $c Impr. Heyjo	Hey éditions¤Impr. Heyjo	 $3 12017306 $o ISNI0000000000098715 $a Sautreau $b Jean-Pierre $f 1949-.... $4 070	
ark:/12148/cb46966172p	 $a Vincent de Paul $b Texte imprimé $e l'amour des pauvres $f texte de Charlotte Grossetête $g illustrations d'Étienne Jung	 $a Paris $c Mame $d DL 2021¤ $a impr. en Espagne	Mame	 $3 14565191 $o ISNI0000000108994845 $a Grossetête $b Charlotte $4 070	
ark:/12148/cb46943422t	 $a Un promeneur solitaire dans la foule $b Texte imprimé $e roman $f Antonio Muñoz Molina $g traduit de l'espagnol par Isabelle Gugnon	 $a Paris $c Points $d DL 2021¤ $a 61-Lonrai $c Normandie roto impr.	Points¤Normandie roto impr.	 $3 12099602 $o ISNI0000000109358082 $a Muñoz Molina $b Antonio $f 1956-.... $4 070	
ark:/12148/cb469432824	 $a De galères en tri marrant, vers un naufrage abyssal $b Texte imprimé $f Armand Bacca	 $a Tarascon-sur-Ariège $c Vox Scriba $d 2021	Vox Scriba	 $3 18023223 $o ISNI0000000507304266 $a Bacca $b Armand $4 070	
ark:/12148/cb469646628	 $a Ange $b Texte imprimé $f textes, Mao Xiao $g illustrations, Yun Tang $g traduction, Guillaume Olive	 $a Vitry-sur-Seine $c Éditions Horizon oriental $d DL 2021¤ $a impr. en Chine	Éditions Horizon oriental	 $3 16974770 $o ISNI0000000453351453 $a Xiao $b Mao $f 1968-.... $4 070	
ark:/12148/cb46964512f	 $a L'hôpital $b Texte imprimé $f [texte, Hélène Grimault et Émilie Beaumont] $g [dessins, Coralie Vallageas]	 $a Paris $c Fleurus $d DL 2021¤ $a impr. en Italie	Fleurus	 $3 14599281 $o ISNI0000000116625484 $a Grimault $b Hélène $f 1979-.... $4 070	
ark:/12148/cb469595729	 $a Lever de soleil $b Texte imprimé $f Noémie Wiorek $g illustré par Anako	 $a Nanterre $c YBY éditions $d DL 2021¤ $a 78-Maurepas $c Impr. Lightning source	YBY éditions¤Impr. Lightning source	 $3 18026223 $a Wiorek $b Noémie $4 070	 $a YBY = You, be yourself!
ark:/12148/cb46971532j	 $a Poésies impudiques et pensées pour vivre $b Texte imprimé $e poésie $f Alain Renaud	 $a Paris $c l'Harmattan $d impr. 2022¤ $a 14-Condé-sur-Noireau $c Impr. Corlet numérique	l'Harmattan¤Impr. Corlet numérique	 $3 12288416 $o ISNI0000000078323142 $a Renaud $b Alain $f 1947-.... $4 070	
ark:/12148/cb469724226	 $a Brèves de nains $b Texte imprimé $e la vérité sort de la bouche des enfants ! $f plus de 500 perles recueillies par Jean-François Marmion	 $a Paris $c les Éditions de l'Opportun $d DL 2022¤ $a 27-Mesnil-sur-l'Estrée $c Impr. CPI Firmin-Didot	les Éditions de l'Opportun¤Impr. CPI Firmin-Didot		
ark:/12148/cb46945312q	 $a La patrie, l'Europe et le monde $b Texte imprimé $e éléments pour un débat sur l'identité des Européens $f [présenté par] Pierre Le Vigan, Jacques Marlaud $g [rédigé par Michel Ajoux, Yves Argoazlain de Benoist, Jacques Delimoges et al.]	 $a Paris $c Déterna éditions¤ $d C 2021¤ $a 85-La Guérinière $c Impr. DAA	Déterna éditions¤Impr. DAA		
ark:/12148/cb46945502z	 $a J'aime pas la danse $b Texte imprimé $f une histoire de Stéphanie Richard $g illustrée par Gwenaëlle Doumont	 $a [Tourtour] $c Tom'poche $d DL 2021¤ $a impr. en Turquie	Tom'poche	 $3 13086197 $o ISNI0000000375062591 $a Richard $b Stéphanie $f 1973-.... $4 070	
ark:/12148/cb469651326	 $a Cézy-Thèmes $b Texte imprimé $e un village au coeur de la Grande guerre 1914-1918 $f [publié par l'association Cézy-Thèmes hier & aujourd'hui]	 $a Cézy $c Cézy-Thèmes hier & aujourd'hui édition $d DL 2022¤ $a 93-Rosny-sous-Bois $c Impr. Grafik plus	Cézy-Thèmes hier & aujourd'hui édition¤Impr. Grafik plus		
ark:/12148/cb469779323	 $a Oraison funèbre de la très-chrestienne, très-puissante & tousjours auguste princesse Anne d'Austriche, infante d'Espagne, reine de France et mère du roy Louis XIV, faite et présentée à leurs majestez $b Texte imprimé $f [F.N. d'Ormesson, R.M.]	 $a Nîmes $c Lacour $d DL 2021¤ $a 30-Nîmes $c Impr. Christian Lacour-Ollé	Lacour¤Impr. Christian Lacour-Ollé	 $3 18032934 $o ISNI0000000508165085 $a Le Fèvre d'Ormesson $b Nicolas $f 1612-1679 $4 070	
ark:/12148/cb46977062j	 $a Le grand livre de mes 1 an $b Texte imprimé	 $a Paris $c Gründ $d DL 2021¤ $a impr. en Chine	Gründ		 $a Livre cartonné animé à toucher
ark:/12148/cb469772027	 $a Ma bible des huiles essentielles antidouleurs $b Texte imprimé $f Danièle Festy, Anne Dufour	 $a Paris $c Leduc $d DL 2022¤ $a 53-Mayenne $c Dupliprint	Leduc¤Dupliprint	 $3 13528120 $o ISNI0000000046173709 $a Festy $b Danièle $f 1943-2018 $4 070	 $a Bibliogr. p. 383-388. Index
ark:/12148/cb46981772j	 $a Comment être élu à tous les coups ? $b Texte imprimé $e petit guide mathématique des modes de scrutin $f Jean-Baptiste Aubin et Antoine Rolland $g préface d'Étienne Ghys	 $a Les Ulis $c EDP sciences $d DL 2022¤ $a 01-Péronnas $c Impr. Sepec numérique	EDP sciences¤Impr. Sepec numérique	 $3 18020080 $o ISNI0000000507220310 $a Aubin $b Jean-Baptiste $4 070	
ark:/12148/cb46981682k	 $a Peindre des paysages $b Texte imprimé $e saisir la beauté du monde à l'aquarelle, l'acrylique, l'huile, au pastel, etc. $f Mitchell Albala $g traduit de l'anglais (États-Unis) par Véronique Valentin	 $a Paris $c Éditions Eyrolles $d DL 2022¤ $a impr. en Bosnie-Herzégovine	Éditions Eyrolles	 $3 18004685 $a Albala $b Mitchell $4 070	 $a Bibliogr., webliogr., vidéogr. p. 166-167. Index
ark:/12148/cb469767329	 $a Lucid' indigène $b Texte imprimé $e récit romancé à chronologie bouleversée $f Dominique Petris	 $a Paris $c l'Harmattan $d impr. 2022¤ $a 14-Condé-en-Normandie $c Impr. Corlet	l'Harmattan¤Impr. Corlet	 $3 18028936 $o ISNI0000000507807672 $a Petris $b Dominique $f 19..-.... $4 070	 $a Bibliogr., p. 223, index
ark:/12148/cb46976172w	 $a Michel-Ange $b Texte imprimé $f Marcel Brion	 $a Paris $c Tallandier $d DL 2022¤ $a 61-Lonrai $c Normandie roto impr.	Tallandier¤Normandie roto impr.	 $3 11894054 $o ISNI0000000108607307 $a Brion $b Marcel $f 1895-1984 $4 070	 $a Bibliogr., 1 p.
ark:/12148/cb46958932x	 $a Pacôme et Bertille $b Texte imprimé $f Emmanuel Trédez $g [illustré par] Marcel Pixel	 $a Toulouse $c Milan $d DL 2022¤ $a impr. en Roumanie	Milan	 $3 13208100 $o ISNI0000000073663893 $a Trédez $b Emmanuel $f 1968-.... $4 070	 $a Notice réd. d'après la couv.
ark:/12148/cb46958262x	 $a La Constitution $b Texte imprimé $f Michel Verpeaux,...	 $a Paris $c Dalloz $d DL 2022¤ $a 42-Saint-Just-la-Pendue $c Impr. Chirat	Dalloz¤Impr. Chirat	 $3 12016076 $o ISNI0000000121171894 $a Verpeaux $b Michel $f 1950-.... $4 070	 $a Notes bibliogr. Index
ark:/12148/cb46950892k	 $a Le Bus des femmes $b Texte imprimé $e prostituées, histoire d'une mobilisation $f Anne Coppel $g avec Malika Amaouche et Lydia Braggiotti	 $a Paris $c Anamosa $d DL 2020¤ $a 14-Condé-en-Normandie $c Impr. Corlet	Anamosa¤Impr. Corlet	 $3 12129251 $o ISNI0000000117653794 $a Coppel $b Anne $4 070	
ark:/12148/cb46950252p	 $a Paul Destribats, bibliothèque des avant-gardes, 3e partie $b Texte imprimé $e vente, Paris, 2-4 février 2021 $f Christie's	 $a Paris $c Christie's France $d [2021]	Christie's France		
ark:/12148/cb46950072r	 $a Histoire postale, guerre de 1870-1871 & aviation $b Texte imprimé $a Littérature, fonds Romain Gary & littérature du XVIIe au XXe siècle $e ventes, Paris, 18 novembre 2020 $f Artcurial	 $a Paris $c Artcurial $d [2020]	Artcurial		
ark:/12148/cb469506623	 $a Activité et compétence en tension dans le champ de la formation professionnelle en alternance $b Texte imprimé $f sous la direction de Sébastien Chaliès et Valérie Lussi Borer	 $a Toulouse $c Octarès éditions $d DL 2021¤ $a 31-Villematier $c GN impr.	Octarès éditions¤GN impr.		 $a Bibliogr. p. 246-275
ark:/12148/cb46947152w	 $a Relever les défis de l'assurance dépendance $b Texte imprimé $f Édith Bocquaire	 $a [Antony] $c "L'Argus de l'assurance" éditions $d DL 2021¤ $a 01-Péronnas $c Impr. Sepec numérique	"L'Argus de l'assurance" éditions¤Impr. Sepec numérique	 $3 16653404 $o ISNI0000000399994932 $a Bocquaire $b Édith $4 070	 $a Index
ark:/12148/cb46947352f	 $a Bienvenue, Castor ! $b Texte imprimé $f Magnus Weightman	 $a Paris $c La Martinière jeunesse $d DL 2022¤ $a impr. en Slovaquie	La Martinière jeunesse	 $3 18019248 $o ISNI0000000460115694 $a Weightman $b Magnus $4 070	
ark:/12148/cb46954952k	 $a L'approche cognitive en didactique des langues $b Texte imprimé $f Stéphanie Roussel $g préface de Daniel Gaonac'h	 $a Louvain-la-Neuve (Belgique) $c De Boeck supérieur $d DL 2021¤ $a 58-Clamecy $c Impr. Laballery	De Boeck supérieur¤Impr. Laballery	 $3 17112460 $a Roussel $b Stéphanie $f 1978-.... $4 070	 $a ISSN exact : 1371-1598¤ $a Bibliogr. p. 209-238. Index¤ $a Diffusé en France
ark:/12148/cb46954162p	 $a Un câlin et à ce soir ! $b Texte imprimé $f Thierry Bedouet	 $a Toulouse $c Milan $d DL 2022¤ $a impr. en Chine	Milan	 $3 16247344 $o ISNI0000000107593054 $a Bedouet $b Thierry $f 1970-.... $4 070	 $a Livre cartonné avec des tirettes
